repo_name,category_x,stars,forks,open_issues,size_kb,primary_language,age_days,created_at,last_updated,description,has_wiki,has_issues,is_fork,license,status,total_satd,todo_count,fixme_count,hack_count,bug_count,design_debt,test_debt,requirement_debt,defect_debt,category_y,avg_complexity,maintainability_index,flake8_violations,total_functions,complex_functions,loc,avg_resolution_days,total_issues,debt_label
pytorch/ao,Computer Vision,2833.0,508.0,736.0,136366.0,Python,934.0,2023-11-03,2026-05-25,PyTorch native quantization and sparsity for training and inference,False,True,False,NOASSERTION,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Computer Vision,3.26,66.44,1339.0,6646.0,311.0,215560.0,3.72,100,Low
baichuan-inc/Baichuan2,Deep Learning,4102.0,295.0,272.0,4893.0,Python,998.0,2023-08-31,2026-05-25,A series of large language models developed by Baichuan Intelligent Technology,False,True,False,Apache-2.0,ok,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,Deep Learning,2.47,53.99,15.0,19.0,1.0,371.0,27.7,100,Low
Stability-AI/StableLM,NLP,15698.0,1013.0,27.0,236.0,Jupyter Notebook,1132.0,2023-04-19,2026-05-25,StableLM: Stability AI Language Models,True,True,False,Apache-2.0,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NLP,0.0,0.0,0.0,0.0,0.0,0.0,8.956521739130435,69,Low
EleutherAI/lm-evaluation-harness,Deep Learning,12684.0,3289.0,822.0,35431.0,Python,2096.0,2020-08-28,2026-05-25,A framework for few-shot evaluation of language models.,True,True,False,MIT,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deep Learning,2.97,70.87,1370.0,4589.0,115.0,100892.0,12.21,100,Medium
EleutherAI/pythia,NLP,2808.0,214.0,21.0,510882.0,Jupyter Notebook,1612.0,2021-12-25,2026-05-25,The hub for EleutherAI's work on interpretability and learning dynamics,True,True,False,Apache-2.0,ok,22.0,22.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,NLP,1.95,65.0,246.0,111.0,2.0,2133.0,72.44,100,Medium
google-deepmind/tapnet,Computer Vision,1896.0,181.0,29.0,5190.0,Jupyter Notebook,1299.0,2022-11-03,2026-05-25,Tracking Any Point (TAP),False,True,False,Apache-2.0,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Computer Vision,3.55,0.0,0.0,413.0,26.0,0.0,96.92,100,Low
01-ai/Yi,Deep Learning,7821.0,487.0,21.0,70019.0,Jupyter Notebook,934.0,2023-11-03,2026-05-25,A series of large language models trained from scratch by developers @01-ai,True,True,False,Apache-2.0,ok,5.0,3.0,1.0,0.0,1.0,0.0,0.0,3.0,2.0,Deep Learning,3.3,61.32,71.0,204.0,10.0,5142.0,11.95,100,Low
facebookresearch/co-tracker,Computer Vision,4959.0,372.0,101.0,55284.0,Jupyter Notebook,1047.0,2023-07-13,2026-05-25,CoTracker is a model for tracking any point (pixel) on a video.,False,True,False,NOASSERTION,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Computer Vision,5.81,64.69,350.0,198.0,24.0,8485.0,33.88607594936709,79,Medium
deepseek-ai/DeepSeek-LLM,Deep Learning,6947.0,1084.0,52.0,4946.0,Makefile,908.0,2023-11-29,2026-05-25,DeepSeek LLM: Let there be answers,False,True,False,MIT,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deep Learning,0.0,0.0,0.0,0.0,0.0,0.0,15.342105263157896,38,Low
isl-org/MiDaS,Computer Vision,5395.0,721.0,165.0,3471.0,Python,2527.0,2019-06-24,2026-05-23,"Code for robust monocular depth estimation described in ""Ranftl et. al., Towards Robust Monocular Depth Estimation: Mixing Datasets for Zero-shot Cross-dataset Transfer, TPAMI 2022""",True,True,False,MIT,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Computer Vision,3.25,65.05,266.0,155.0,7.0,4049.0,66.57,100,Medium
mosaicml/llm-foundry,NLP,4408.0,589.0,64.0,80827.0,Python,1123.0,2023-04-28,2026-05-25,LLM training code for Databricks foundation models,True,True,False,Apache-2.0,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NLP,4.42,68.34,907.0,1642.0,149.0,61928.0,6.61,100,Low
openlm-research/open_llama,NLP,7525.0,407.0,40.0,2537.0,0,1123.0,2023-04-28,2026-05-25,"OpenLLaMA, a permissively licensed open source reproduction of Meta AI’s LLaMA 7B trained on the RedPajama dataset",False,True,False,Apache-2.0,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NLP,0.0,0.0,0.0,0.0,0.0,0.0,25.614035087719298,57,Low
google-deepmind/gemma,Deep Learning,5266.0,935.0,260.0,1285.0,Python,825.0,2024-02-20,2026-05-25,"Gemma open-weight LLM library, from Google DeepMind",False,True,False,Apache-2.0,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deep Learning,2.52,78.03,6136.0,933.0,13.0,26208.0,15.07,100,Medium
google/gemma_pytorch,Deep Learning,5672.0,597.0,29.0,5646.0,Python,825.0,2024-02-20,2026-05-25,The official PyTorch implementation of Google's Gemma models,False,True,False,Apache-2.0,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deep Learning,2.72,68.83,311.0,178.0,4.0,4307.0,60.08695652173913,69,Medium
google-research/language,NLP,1775.0,361.0,121.0,6496.0,Python,2778.0,2018-10-16,2026-05-22,Shared repository for open-sourced projects from the Google AI Language team.,True,True,False,Apache-2.0,ok,27.0,22.0,0.0,0.0,0.0,5.0,0.0,22.0,0.0,NLP,3.29,71.22,44695.0,6214.0,310.0,194618.0,183.78,100,Medium
OptimalScale/LMFlow,NLP,8486.0,829.0,87.0,58013.0,Python,1155.0,2023-03-27,2026-05-25,An Extensible Toolkit for Finetuning and Inference of Large Foundation Models. Large Models for All.,False,True,False,Apache-2.0,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NLP,5.51,68.81,427.0,877.0,109.0,34994.0,8.49,100,Low
lllyasviel/ControlNet,Computer Vision,33896.0,3015.0,462.0,125281.0,Python,1209.0,2023-02-01,2026-05-25,Let us control diffusion models!,True,True,False,Apache-2.0,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Computer Vision,3.48,74.89,953.0,2755.0,128.0,60247.0,30.26,100,Medium
allenai/OLMo,Deep Learning,6509.0,759.0,87.0,521902.0,Python,1190.0,2023-02-20,2026-05-25,"Modeling, training, eval, and inference code for OLMo",True,True,False,Apache-2.0,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deep Learning,2.44,0.0,0.0,4518.0,126.0,0.0,22.97,100,Low
google/sentencepiece,NLP,11854.0,1348.0,15.0,42700.0,C++,3366.0,2017-03-07,2026-05-25,Unsupervised text tokenizer for Neural Network-based text generation.,False,True,False,Apache-2.0,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NLP,2.25,64.28,687.0,206.0,4.0,2638.0,18.48,100,Low
XPixelGroup/HAT,Computer Vision,1542.0,182.0,107.0,21201.0,Python,1489.0,2022-04-27,2026-05-25,CVPR2023 - Activating More Pixels in Image Super-Resolution Transformer TPAMI - HAT: Hybrid Attention Transformer for Image Restoration,True,True,False,Apache-2.0,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Computer Vision,3.62,73.87,38.0,92.0,5.0,2298.0,50.8421052631579,57,Low
OpenGVLab/InternVL,NLP,10040.0,780.0,316.0,40557.0,Python,915.0,2023-11-22,2026-05-25,[CVPR 2024 Oral] InternVL Family: A Pioneering Open-Source Alternative to GPT-4o.  接近GPT-4o表现的开源多模态对话模型,False,True,False,MIT,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NLP,4.27,67.11,1742.0,2761.0,217.0,76360.0,38.69,100,Medium
microsoft/nlp-recipes,NLP,6437.0,915.0,66.0,48731.0,Python,2607.0,2019-04-05,2026-05-24,Natural Language Processing Best Practices & Examples,True,True,False,MIT,ok,6.0,1.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,NLP,3.91,71.28,386.0,911.0,60.0,27687.0,17.49,100,Low
microsoft/torchscale,Deep Learning,3131.0,225.0,38.0,370.0,Python,1285.0,2022-11-17,2026-05-22,Foundation Architecture for (M)LLMs,True,True,False,MIT,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deep Learning,3.18,66.53,370.0,522.0,23.0,10013.0,18.216867469879517,83,Low
lucidrains/denoising-diffusion-pytorch,Deep Learning,10566.0,1276.0,151.0,2636.0,Python,2098.0,2020-08-26,2026-05-25,Implementation of Denoising Diffusion Probabilistic Model in Pytorch,True,True,False,MIT,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deep Learning,2.43,45.09,3728.0,668.0,14.0,9294.0,25.34,100,Medium
jantic/DeOldify,Computer Vision,18474.0,2651.0,1.0,71392.0,Python,2763.0,2018-10-31,2026-05-25,A Deep Learning based project for colorizing and restoring old images (and video!),True,True,False,MIT,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Computer Vision,2.55,55.44,15477.0,2017.0,27.0,15770.0,25.29,100,Medium
THUDM/GLM,NLP,3501.0,352.0,108.0,3054.0,Python,1894.0,2021-03-18,2026-05-25,GLM (General Language Model),True,True,False,MIT,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NLP,3.7,53.03,489.0,1258.0,76.0,21936.0,23.49,100,Low
google-research/electra,NLP,2369.0,349.0,61.0,113.0,Python,2267.0,2020-03-10,2026-05-22,ELECTRA: Pre-training Text Encoders as Discriminators Rather Than Generators,True,True,False,Apache-2.0,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NLP,3.46,63.08,1946.0,362.0,19.0,6927.0,22.575,80,Medium
cloneofsimo/lora,Computer Vision,7537.0,494.0,89.0,185871.0,Jupyter Notebook,1264.0,2022-12-08,2026-05-24,Using Low-rank adaptation to quickly fine-tune diffusion models.,True,True,False,Apache-2.0,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Computer Vision,5.22,50.56,84.0,147.0,17.0,7256.0,19.1,100,Low
tatsu-lab/alpaca_eval,Deep Learning,1991.0,309.0,29.0,315007.0,Jupyter Notebook,1096.0,2023-05-25,2026-05-23,"An automatic evaluator for instruction-following language models. Human-validated, high-quality, cheap, and fast.",True,True,False,Apache-2.0,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deep Learning,3.91,65.39,104.0,299.0,16.0,8821.0,8.05,100,Low
PaddlePaddle/ERNIE,NLP,7717.0,1446.0,73.0,148863.0,Python,2640.0,2019-03-03,2026-05-25,The official repository for ERNIE 4.5 and ERNIEKit – its industrial-grade development toolkit based on PaddlePaddle.,True,True,False,Apache-2.0,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NLP,5.3,63.55,280.0,2660.0,341.0,97958.0,13.85,100,Medium
ymcui/Chinese-LLaMA-Alpaca,NLP,18945.0,1853.0,5.0,24070.0,Python,1167.0,2023-03-15,2026-05-25,中文LLaMA&Alpaca大语言模型+本地CPU/GPU训练部署 (Chinese LLaMA & Alpaca LLMs),True,True,False,Apache-2.0,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NLP,4.9,49.64,594.0,96.0,12.0,3806.0,19.66,100,Low
kohya-ss/sd-scripts,Computer Vision,7068.0,1192.0,890.0,18653.0,Python,1254.0,2022-12-18,2026-05-25,,True,True,False,Apache-2.0,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Computer Vision,5.15,45.27,4357.0,3058.0,295.0,103272.0,3.62,100,Medium
google-research/pegasus,NLP,1655.0,318.0,104.0,684.0,Python,2252.0,2020-03-25,2026-05-22,,True,True,False,Apache-2.0,ok,3.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,NLP,2.94,78.31,3954.0,646.0,18.0,20264.0,22.62,100,Medium
bmaltais/kohya_ss,Computer Vision,12299.0,1587.0,583.0,24448.0,Python,1303.0,2022-10-30,2026-05-25,,True,True,False,Apache-2.0,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Computer Vision,6.63,60.87,1467.0,387.0,45.0,25525.0,10.13,100,Medium
google-research/albert,NLP,3284.0,576.0,102.0,296.0,Python,2372.0,2019-11-26,2026-05-24,ALBERT: A Lite BERT for Self-supervised Learning of Language Representations,True,True,False,Apache-2.0,ok,4.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,NLP,4.21,50.76,2704.0,292.0,23.0,9633.0,41.2,100,Medium
apple/ml-stable-diffusion,Deep Learning,17861.0,1053.0,187.0,24081.0,Python,1286.0,2022-11-16,2026-05-25,Stable Diffusion with Core ML on Apple Silicon,True,True,False,MIT,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deep Learning,4.95,59.17,344.0,183.0,19.0,6766.0,20.38,100,Low
FreedomIntelligence/HuatuoGPT,NLP,1309.0,164.0,3.0,8194.0,Python,1138.0,2023-04-13,2026-05-25,"HuatuoGPT, Towards Taming Language Models To Be a Doctor. (An Open Medical GPT)",False,True,False,Apache-2.0,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NLP,5.47,49.04,86.0,17.0,2.0,553.0,50.92,50,Medium
TencentARC/GFPGAN,Deep Learning,37463.0,6279.0,402.0,5467.0,Python,1893.0,2021-03-19,2026-05-25,GFPGAN aims at developing Practical Algorithms for Real-world Face Restoration.,True,True,False,NOASSERTION,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deep Learning,5.04,64.7,0.0,186.0,21.0,5230.0,65.49,100,Medium
dmlc/gluon-nlp,NLP,2547.0,520.0,271.0,11414.0,Python,2973.0,2018-04-04,2026-05-13,NLP made easy,True,True,False,Apache-2.0,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NLP,4.01,57.72,1785.0,1536.0,92.0,50368.0,14.34,100,Medium
facebookresearch/bart_ls,NLP,96.0,11.0,2.0,11053.0,Python,1311.0,2022-10-22,2025-07-27,Long-context pretrained encoder-decoder models,False,True,False,NOASSERTION,ok,44.0,11.0,0.0,6.0,0.0,12.0,21.0,11.0,0.0,NLP,2.93,67.45,1794.0,6105.0,230.0,126987.0,9.0,3,Medium
facebookresearch/Mask2Former,Computer Vision,3356.0,514.0,164.0,426.0,Python,1643.0,2021-11-24,2026-05-23,"Code release for ""Masked-attention Mask Transformer for Universal Image Segmentation""",False,True,False,MIT,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Computer Vision,4.04,72.09,771.0,453.0,28.0,14941.0,19.54945054945055,91,Low
clips/pattern,NLP,8854.0,1558.0,178.0,52274.0,Python,5501.0,2011-05-03,2026-05-24,"Web mining module for Python, with tools for scraping, natural language processing, machine learning, network analysis and visualization.",True,True,False,BSD-3-Clause,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NLP,3.18,66.96,9656.0,3000.0,171.0,44025.0,272.03,100,Medium
allenai/longformer,NLP,2196.0,286.0,139.0,849.0,Python,2246.0,2020-03-31,2026-05-23,Longformer: The Long-Document Transformer,True,True,False,Apache-2.0,ok,23.0,14.0,3.0,2.0,0.0,6.0,0.0,14.0,3.0,NLP,3.14,67.97,222.0,330.0,14.0,6552.0,37.88,100,Medium
JaidedAI/EasyOCR,Computer Vision,29511.0,3577.0,528.0,161635.0,Python,2263.0,2020-03-14,2026-05-25,"Ready-to-use OCR with 80+ supported languages and all popular writing scripts including Latin, Chinese, Arabic, Devanagari, Cyrillic and etc.",True,True,False,Apache-2.0,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Computer Vision,3.62,59.87,2900.0,650.0,27.0,14363.0,52.26,100,Medium
allenai/macaw,NLP,458.0,54.0,7.0,357.0,Python,1839.0,2021-05-12,2026-02-17,Multi-angle c(q)uestion answering,True,True,False,Apache-2.0,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NLP,4.62,47.74,264.0,63.0,6.0,1304.0,0.0,10,Low
SillyTavern/SillyTavern,NLP,28310.0,5395.0,428.0,214649.0,JavaScript,1201.0,2023-02-09,2026-05-25,LLM Frontend for Power Users.,False,True,False,AGPL-3.0,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NLP,0.0,0.0,0.0,0.0,0.0,0.0,1.38,100,Low
openai/jukebox,Deep Learning,8038.0,1451.0,207.0,2815.0,Python,2217.0,2020-04-29,2026-05-24,"Code for the paper ""Jukebox: A Generative Model for Music""",True,True,False,NOASSERTION,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deep Learning,3.14,67.73,3147.0,1364.0,48.0,30080.0,61.23232323232323,99,Medium
mindee/doctr,Computer Vision,6097.0,644.0,29.0,106282.0,Python,1963.0,2021-01-08,2026-05-25,"docTR (Document Text Recognition) - a seamless, high-performing & accessible library for OCR-related tasks powered by Deep Learning.",True,True,False,Apache-2.0,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Computer Vision,4.68,75.46,296.0,1130.0,106.0,35987.0,16.0,100,Low
microsoft/MASS,NLP,1120.0,204.0,69.0,3044.0,Python,2555.0,2019-05-27,2026-05-11,MASS: Masked Sequence to Sequence Pre-training for Language Generation,True,True,False,NOASSERTION,ok,6.0,3.0,0.0,2.0,1.0,2.0,0.0,3.0,1.0,NLP,5.04,61.48,254.0,311.0,38.0,7494.0,36.36,100,Medium
ollama/ollama,NLP,172301.0,16288.0,3287.0,84593.0,Go,1064.0,2023-06-26,2026-05-25,"Get up and running with Kimi-K2.5, GLM-5, MiniMax, DeepSeek, gpt-oss, Qwen, Gemma and other models.",False,True,False,MIT,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NLP,0.0,0.0,0.0,0.0,0.0,0.0,1.05,100,Low
google-research/scenic,Computer Vision,3802.0,480.0,299.0,71074.0,Python,1778.0,2021-07-12,2026-05-24,Scenic: A Jax Library for Computer Vision Research and Beyond,False,True,False,Apache-2.0,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Computer Vision,3.59,72.34,56019.0,5134.0,274.0,217319.0,24.68,100,Medium
OpenBMB/ToolBench,NLP,5652.0,485.0,161.0,60345.0,Python,1093.0,2023-05-28,2026-05-25,"[ICLR'24 spotlight] An open platform for training, serving, and evaluating large language model for tool learning.",True,True,False,Apache-2.0,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NLP,3.67,72.72,2795.0,412.0,17.0,9671.0,14.33,100,Medium
microsoft/ProphetNet,NLP,745.0,117.0,55.0,76191.0,Python,2289.0,2020-02-17,2026-05-02,"A research project for natural language generation, containing the official implementations by MSRA NLC team.",True,True,False,MIT,ok,15.0,7.0,0.0,0.0,1.0,7.0,0.0,7.0,1.0,NLP,4.53,62.65,3574.0,1836.0,137.0,51632.0,72.46875,32,Medium
google-research/multinerf,Computer Vision,3807.0,357.0,105.0,121.0,Python,1403.0,2022-07-22,2026-05-24,"A Code Release for Mip-NeRF 360, Ref-NeRF, and RawNeRF",False,True,False,Apache-2.0,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Computer Vision,3.52,55.85,2637.0,289.0,20.0,8432.0,29.03448275862069,58,Medium
thunlp/OpenPrompt,NLP,4872.0,481.0,100.0,15059.0,Python,1698.0,2021-09-30,2026-05-22,An Open-Source Framework for Prompt-Learning.,True,True,False,Apache-2.0,ok,44.0,39.0,0.0,0.0,0.0,5.0,0.0,39.0,0.0,NLP,3.22,65.01,4115.0,850.0,32.0,16025.0,31.41,100,Medium
thunlp/OpenDelta,NLP,1044.0,84.0,25.0,44048.0,Python,1561.0,2022-02-14,2026-05-13,A plug-and-play library for parameter-efficient-tuning (Delta Tuning),True,True,False,Apache-2.0,ok,14.0,5.0,0.0,0.0,0.0,1.0,8.0,5.0,0.0,NLP,3.74,68.17,4035.0,913.0,52.0,24195.0,60.96491228070175,57,Medium
microsoft/JARVIS,NLP,24765.0,2126.0,2389.0,41674.0,Python,1152.0,2023-03-30,2026-05-25,"JARVIS, a system to connect LLMs with ML community. Paper: https://arxiv.org/pdf/2303.17580.pdf",True,True,False,MIT,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NLP,6.51,41.55,700.0,165.0,25.0,6245.0,0.0,100,Low
bmild/nerf,Computer Vision,10882.0,1438.0,121.0,2941.0,Jupyter Notebook,2258.0,2020-03-19,2026-05-25,Code release for NeRF (Neural Radiance Fields),True,True,False,MIT,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Computer Vision,5.31,43.22,332.0,35.0,5.0,1657.0,16.86021505376344,93,Medium
NVlabs/instant-ngp,Computer Vision,17400.0,2062.0,503.0,191628.0,Cuda,1601.0,2022-01-05,2026-05-25,Instant neural graphics primitives: lightning fast NeRF and more,True,True,False,NOASSERTION,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Computer Vision,5.46,55.2,7090.0,448.0,61.0,16044.0,18.54,100,Medium
adapter-hub/adapters,NLP,2812.0,373.0,47.0,101807.0,Python,2225.0,2020-04-21,2026-05-22,A Unified Library for Parameter-Efficient and Modular Transfer Learning ,False,True,False,Apache-2.0,ok,27.0,13.0,0.0,3.0,1.0,9.0,4.0,13.0,1.0,NLP,3.93,73.93,241.0,1909.0,131.0,45900.0,33.36,100,Medium
nerfstudio-project/nerfstudio,Computer Vision,11612.0,1635.0,939.0,121997.0,Python,1455.0,2022-05-31,2026-05-25,A collaboration friendly studio for NeRFs,False,True,False,Apache-2.0,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Computer Vision,3.44,68.47,620.0,1872.0,112.0,50731.0,15.95,100,Low
langchain-ai/langchainjs,NLP,17722.0,3181.0,333.0,697869.0,TypeScript,1204.0,2023-02-06,2026-05-25,The agent engineering platform,False,True,False,MIT,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NLP,0.0,0.0,3.0,0.0,0.0,0.0,2.45,100,Low
google-research/xtreme,NLP,652.0,110.0,29.0,452.0,Python,2239.0,2020-04-07,2026-04-19,XTREME is a benchmark for the evaluation of the cross-lingual generalization ability of pre-trained multilingual models that covers 40 typologically diverse languages and includes nine tasks.,True,True,False,Apache-2.0,ok,14.0,14.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,NLP,5.93,55.97,3756.0,380.0,44.0,13336.0,25.43421052631579,76,Medium
facebookresearch/cc_net,NLP,1044.0,154.0,27.0,254.0,Python,2400.0,2019-10-29,2026-05-20,Tools to download and cleanup Common Crawl data,False,True,False,MIT,ok,13.0,8.0,0.0,3.0,1.0,4.0,0.0,8.0,1.0,NLP,3.33,62.16,41.0,392.0,19.0,6253.0,50.57692307692308,26,Low
graphdeco-inria/gaussian-splatting,Computer Vision,22100.0,3221.0,710.0,80569.0,Python,1056.0,2023-07-04,2026-05-25,"Original reference implementation of ""3D Gaussian Splatting for Real-Time Radiance Field Rendering""",False,True,False,NOASSERTION,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Computer Vision,3.09,62.95,516.0,164.0,7.0,3760.0,10.54,100,Low
deepset-ai/haystack-experimental,NLP,61.0,22.0,2.0,8024.0,Python,746.0,2024-05-09,2026-05-21,🧪 Experimental features for Haystack,False,True,False,Apache-2.0,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NLP,3.22,84.01,67.0,274.0,6.0,6217.0,6.31,100,Low
EleutherAI/the-pile,NLP,1659.0,149.0,28.0,265.0,Python,2098.0,2020-08-26,2026-05-24,,False,True,False,MIT,ok,6.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,NLP,1.66,58.91,608.0,318.0,3.0,2525.0,74.7872340425532,94,Medium
facebookresearch/sam2,Deep Learning,19232.0,2456.0,474.0,138167.0,Jupyter Notebook,665.0,2024-07-29,2026-05-25,"The repository provides code for running inference with the Meta Segment Anything Model 2 (SAM 2), links for downloading the trained model checkpoints, and example notebooks that show how to use the m",False,True,False,Apache-2.0,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deep Learning,3.65,64.87,102.0,711.0,36.0,16982.0,19.51,100,Low
facebookresearch/ClassyVision,Computer Vision,1608.0,272.0,53.0,4759.0,Python,2446.0,2019-09-13,2026-05-19,An end-to-end PyTorch framework for image and video classification,False,True,False,MIT,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Computer Vision,2.33,77.93,139.0,1742.0,20.0,30676.0,7.34,100,Low
bigscience-workshop/xmtf,NLP,535.0,43.0,12.0,30005.0,Jupyter Notebook,1315.0,2022-10-18,2026-05-23,Crosslingual Generalization through Multitask Finetuning,True,True,False,Apache-2.0,ok,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,NLP,4.88,62.95,222.0,17.0,1.0,1078.0,12.0,13,Low
openai/evals,Deep Learning,18532.0,2967.0,205.0,6684.0,Python,1218.0,2023-01-23,2026-05-25,"Evals is a framework for evaluating LLMs and LLM systems, and an open-source registry of benchmarks.",True,True,False,NOASSERTION,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deep Learning,3.07,69.5,791.0,2232.0,62.0,45989.0,19.38,100,Low
open-mmlab/mmrotate,Computer Vision,2138.0,637.0,300.0,21252.0,Python,1558.0,2022-02-17,2026-05-25,OpenMMLab Rotated Object Detection Toolbox and Benchmark,True,True,False,Apache-2.0,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Computer Vision,4.44,80.34,0.0,712.0,65.0,31787.0,25.28,100,Low
microsoft/graphrag,NLP,33213.0,3514.0,123.0,206596.0,Python,789.0,2024-03-27,2026-05-25,A modular graph-based Retrieval-Augmented Generation (RAG) system,True,True,False,MIT,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NLP,2.96,82.8,445.0,2076.0,53.0,50414.0,3.68,100,Low
allenai/unifiedqa,NLP,445.0,44.0,4.0,29565.0,Python,2223.0,2020-04-23,2026-02-16,UnifiedQA: Crossing Format Boundaries With a Single QA System,True,True,False,Apache-2.0,ok,9.0,2.0,0.0,2.0,3.0,4.0,0.0,2.0,3.0,NLP,4.23,47.38,1030.0,221.0,22.0,5763.0,22.545454545454547,44,Medium
PromtEngineer/localGPT,NLP,22213.0,2490.0,22.0,3974.0,Python,1097.0,2023-05-24,2026-05-25,Chat with your documents on your local device using GPT models. No data leaves your device and 100% private. ,True,True,False,MIT,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NLP,5.15,61.52,1379.0,340.0,26.0,10366.0,200.69,100,Medium
facebookresearch/pytorchvideo,Computer Vision,3565.0,432.0,110.0,6354.0,Python,1903.0,2021-03-09,2026-05-21,A deep learning library for video understanding research.,False,True,False,Apache-2.0,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Computer Vision,3.11,74.74,101.0,1356.0,34.0,38836.0,61.66,100,Low
